time,massin,tank_level,temperature,massout,accumA_level,accumB_level,accumA_massout,accumB_massout,valve_state,heater_state,pump_state,diverter_state,valve_mode,heater_mode,pump_mode,diverter_mode,ttTankMassHigh,ttTankMassLow,ttTankTempHigh,ttTankTempLow,ttAccumAMassHigh,ttAccumAMassLow,ttAccumBMassHigh,ttAccumBMassLow
0.3790217,0,45.0280763860923,121.733820231134,0,49.88155571875,49.798644721875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,7.81073113372994,Infinity,Infinity,76.420978299998,Infinity,44.7974488882349
0.9730557,0,45.0280763860923,122.704401724228,0,49.69592009375,49.483064159375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,7.22067600622719,Infinity,Infinity,75.8269442999727,Infinity,44.2034148882425
1.3020745,0,45.0280763860923,123.241828755003,0,49.59310171875,49.308272921875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,6.89298482785764,Infinity,Infinity,75.4979254999856,Infinity,43.8743960882237
1.6120922,0,45.0280763860923,123.748128768931,0,49.4962211875,49.14357601875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,6.58410008424899,Infinity,Infinity,75.1879077999693,Infinity,43.5643783882363
1.9311105,0,45.0280763860923,124.269037033079,0,49.39652796875,48.974097546875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,6.26623049304825,Infinity,Infinity,74.8688894999766,Infinity,43.2453600882293
2.237128,0,45.0280763860923,124.768629873749,0,49.3008975,48.81152575,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,5.9612517831553,Infinity,Infinity,74.5628720000353,Infinity,42.9393425882293
2.552146,0,45.0280763860923,125.282827982576,0,49.202454375,48.6441724375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,5.64724616911625,Infinity,Infinity,74.2478540000252,Infinity,42.6243245882364
2.8611637,0,45.0280763860923,125.787144467176,0,49.10588634375,48.480006784375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,5.33919838395509,Infinity,Infinity,73.938836299992,Infinity,42.3153068882337
3.1731815,0,45.0280763860923,126.296269213941,0,49.00838078125,48.314247328125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,5.02806412312705,Infinity,Infinity,73.6268185000348,Infinity,42.0032890882294
3.4881995,0,45.0280763860923,126.81019989181,0,48.90993765625,48.146894015625,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,4.71388829146723,Infinity,Infinity,73.3118005000167,Infinity,41.6882710882269
3.7982173,0,45.0280763860923,127.31588524331,0,48.81305709375,47.982197059375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,4.4046740260622,Infinity,Infinity,73.0017826999765,Infinity,41.3782532882291
4.1102351,0,45.0280763860923,127.824744850555,0,48.71555153125,47.816437603125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,4.09339081865716,Infinity,Infinity,72.6897648999702,Infinity,41.0662354882362
4.4212529,0,45.0280763860923,128.331885758928,0,48.61835846875,47.651209396875,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,3.78305642649917,Infinity,Infinity,72.3787470999703,Infinity,40.7552176882362
4.7352709,0,45.0280763860923,128.843829866812,0,48.52022784375,47.484387334375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,3.4696681876314,Infinity,Infinity,72.0647291000283,Infinity,40.4411996882274
5.0452886,0,45.0280763860923,129.349164600718,0,48.4233473125,47.31969043125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,3.16023009183743,Infinity,Infinity,71.7547113999731,Infinity,40.1311819882376
5.3573064,0,45.0280763860923,129.857671639299,0,48.32584175,47.153930975,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,2.84873596888269,Infinity,Infinity,71.4426936000239,Infinity,39.8191641882315
5.6713244,0,45.0280763860923,130.369349495805,0,48.2277111249999,46.9871089125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,2.53518480062352,Infinity,Infinity,71.1286756000161,Infinity,39.5051461882273
5.9813421,0,45.0280763860923,130.874421414926,0,48.1308305937499,46.822412009375,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,2.22558552737625,Infinity,Infinity,70.8186579000211,Infinity,39.1951284882301
6.2923599,0,45.0280763860923,131.38103521741,0,48.03363753125,46.657183803125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.91492825016757,Infinity,Infinity,70.5076400999711,Infinity,38.8841106882361
6.6053778,0,45.0280763860923,131.890818591589,0,47.9358194375,46.4908930437499,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.60221716500406,Infinity,Infinity,70.194622200024,Infinity,38.5710927882406
6.9343966,0,45.0280763860923,132.426566011848,0,47.8330010625,46.3161018062499,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,1.27346417737939,Infinity,Infinity,69.8656034000126,Infinity,38.2420739882363
7.2854167,0,45.0280763860923,132.998031069666,0,47.72330728125,46.1296223781249,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0.922650293787653,Infinity,Infinity,69.5145833000142,Infinity,37.8910538882312
7.6204359,0,45.0280763860923,133.543341957241,0,47.61861378125,45.951643428125,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0.587785780789899,Infinity,Infinity,69.179564099976,Infinity,37.5560346882418
7.9304536,0,45.0280763860923,134.047867031384,0,47.52173325,45.7869465249999,10,17,False,True,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0.277845954189813,Infinity,Infinity,68.8695464000327,Infinity,37.2460169882249
8.2424715,0,45.0280763860923,134.502202903233,0,47.42422765625,45.6211870156249,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,0,21.7176417984509,Infinity,68.5575284999739,Infinity,36.9339990882404
8.7975032,0,45.0280763860923,134.479841247364,0,47.25078025,45.3263264249999,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,21.6964896416086,Infinity,68.0024968000031,Infinity,36.3789673882414
9.1005205,0,45.0280763860923,134.467636103359,0,47.15608734375,45.1653484843749,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,21.6851124025954,Infinity,67.6994795000321,Infinity,36.0759500882301
9.4135384,0,45.0280763860923,134.455030303729,0,47.05826925,44.9990577249999,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,21.6732089765777,Infinity,67.386461600023,Infinity,35.7629321882361
9.7255563,0,45.0280763860923,134.442466958585,0,46.96076365625,44.8332982156249,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,21.6613655502353,Infinity,67.0744437000229,Infinity,35.4509142882361
10.0375741,0,45.0280763860923,134.429905794971,0,46.86325809375,44.6675387593749,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,21.6495321063653,Infinity,66.7624259000202,Infinity,35.1388964882306
10.350592,0,45.0280763860923,134.41730655849,0,46.76544,44.5012479999999,10,17,False,False,True,False,Auto,Auto,Auto,Auto,Infinity,Infinity,Infinity,21.637634564353,Infinity,66.4494080000204,Infinity,34.8258785882349
