time,massin,tank_level,temperature,massout,accumA_level,accumB_level,accumA_massout,accumB_massout,valve_state,heater_state,pump_state,diverter_state,valve_mode,heater_mode,pump_mode,diverter_mode,ttTankMassHigh,ttTankMassLow,ttTankTempHigh,ttTankTempLow,ttAccumAMassHigh,ttAccumAMassLow,ttAccumBMassHigh,ttAccumBMassLow
0.4470255,0,39.5565998580105,121.195953494817,0,49.86030453125,49.762517703125,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,7.14890066446113,Infinity,Infinity,76.3529745000008,Infinity,44.7294450882361
1.0370593,0,39.5565998580105,122.293521142077,0,49.67591896875,49.449062246875,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,6.56323912993588,Infinity,Infinity,75.7629406999862,Infinity,44.1394112882401
1.4020802,0,39.5565998580105,122.972306183729,0,49.5618499375,49.25514489375,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,6.1996942777284,Infinity,Infinity,75.3979197999879,Infinity,43.7743903882284
1.7290989,0,39.5565998580105,123.580289226218,0,49.45965659375,49.081416209375,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,5.87395682234545,Infinity,Infinity,75.0709011000048,Infinity,43.4473716882436
2.0331163,0,39.5565998580105,124.02771936564,0,49.36465115625,48.919906965625,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.95435931611897,Infinity,74.76688369997,Infinity,43.1433542882367
2.3541346,0,39.5565998580105,124.01512339581,0,49.2643329375,48.74936599375,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.94006908669142,Infinity,74.4458653999957,Infinity,42.8223359882434
2.6651524,0,39.5565998580105,124.002922266329,0,49.1671398749999,48.5841377875,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.92628181679509,Infinity,74.1348476000041,Infinity,42.5113181882431
2.9691698,0,39.5565998580105,123.99099808386,0,49.0721344374999,48.42262854375,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.91285311386199,Infinity,73.8308301999662,Infinity,42.2073007882302
3.2901882,0,39.5565998580105,123.978409567497,0,48.9718161874999,48.25208751875,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.89854907174219,Infinity,73.5098118000058,Infinity,41.8862823882302
3.602206,0,39.5565998580105,123.966176457808,0,48.8743106249999,48.0863280625,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.88470360545066,Infinity,73.1977939999962,Infinity,41.5742645882435
3.9042233,0,39.5565998580105,123.954337735248,0,48.7799302187499,47.925881371875,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.87136104150164,Infinity,72.8957766999665,Infinity,41.2722472882303
4.2172412,0,39.5565998580105,123.942070186998,0,48.6821121249999,47.7595906125,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.85745449204189,Infinity,72.5827588000257,Infinity,40.9592293882371
4.5302591,0,39.5565998580105,123.929805066253,0,48.5842940312499,47.593299853125,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.84355641438086,Infinity,72.2697409000243,Infinity,40.6462114882364
4.8402768,0,39.5565998580105,123.917659898333,0,48.4874134999999,47.42860295,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.82984469947649,Infinity,71.959723199983,Infinity,40.3361937882474
5.1522947,0,39.5565998580105,123.905438775932,0,48.3899079062499,47.262843440625,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.81593527784666,Infinity,71.6477052999704,Infinity,40.0241758882363
5.4693128,0,39.5565998580105,123.893024273213,0,48.2908397499999,47.094427575,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.8018512321246,Infinity,71.3306871999706,Infinity,39.7071577882363
5.7763304,0,39.5565998580105,123.881003769266,0,48.1948967499999,46.931324475,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.78820878654784,Infinity,71.0236695999707,Infinity,39.4001401882363
6.0883482,0,39.5565998580105,123.868789885262,0,48.0973911874999,46.76556501875,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.77434143807431,Infinity,70.7116517999682,Infinity,39.0881223882349
6.4003661,0,39.5565998580105,123.856578408431,0,47.9998855937499,46.599805509375,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.76047689023091,Infinity,70.3996338999814,Infinity,38.7761044882361
6.7123839,0,39.5565998580105,123.844369345999,0,47.9023800312499,46.434046053125,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,8.74660959187321,Infinity,70.0876160999798,Infinity,38.4640866882311
