time,massin,tank_level,temperature,massout,accumA_level,accumB_level,accumA_massout,accumB_massout,valve_state,heater_state,pump_state,diverter_state,valve_mode,heater_mode,pump_mode,diverter_mode,ttTankMassHigh,ttTankMassLow,ttTankTempHigh,ttTankTempLow,ttAccumAMassHigh,ttAccumAMassLow,ttAccumBMassHigh,ttAccumBMassLow
0.5390308,0,31.9103586738512,125.14412756483,0,49.831552875,49.7136398875,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,4.0604596375468,Infinity,Infinity,76.2609691999991,Infinity,44.6374397882358
1.2210698,0,31.9103586738512,126.71461597155,0,49.6184156875,49.35130666875,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,3.3819945855878,Infinity,Infinity,75.5789301999955,Infinity,43.9554007882435
1.5330877,0,31.9103586738512,127.432782420557,0,49.52091009375,49.185547159375,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,3.07081796306362,Infinity,Infinity,75.2669123000007,Infinity,43.6433828882225
1.8611064,0,31.9103586738512,128.187588790537,0,49.41840425,49.011287225,10,17,False,True,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,2.74352894996522,Infinity,Infinity,74.9388936000231,Infinity,43.31536418823
2.2661296,0,31.9103586738512,128.479414761048,0,49.2918345,48.79611865,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,11.0090415630907,Infinity,74.5338704000351,Infinity,42.9103409882293
2.7501573,0,31.9103586738512,128.454183784116,0,49.1405758437499,48.538978934375,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,10.9890754330919,Infinity,74.0498426999848,Infinity,42.4263132882236
3.0621751,0,31.9103586738512,128.437924671132,0,49.0430702812499,48.373219478125,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,10.9760931693527,Infinity,73.7378249000219,Infinity,42.1142954882298
3.3941941,0,31.9103586738512,128.420627654084,0,48.9393143437499,48.196834384375,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,10.962374381543,Infinity,73.4058058999726,Infinity,41.7822764882474
3.7562148,0,31.9103586738512,128.401772732744,0,48.8261828749999,48.0045108875,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,10.947357907675,Infinity,73.0437852000229,Infinity,41.4202557882307
4.0762331,0,31.9103586738512,128.385109917334,0,48.7261771562499,47.834501165625,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,10.9341029809515,Infinity,72.7237669000216,Infinity,41.10023748823
4.4192528,0,31.9103586738512,128.367254075962,0,48.6189834999999,47.65227195,10,17,False,False,True,False,Close,Off,Off,Accumulator A,Infinity,Infinity,Infinity,10.9199002020238,Infinity,72.3807471999796,Infinity,40.7572177882354
